Graph Name,Rank,No of sources of Evidences,Controller,Allocated Switch
KDL,Rank 5,3,137,18
KDL,Rank 5,3,137,251
KDL,Rank 5,3,137,498
KDL,Rank 5,3,137,185
KDL,Rank 5,3,137,180
KDL,Rank 5,3,137,97
KDL,Rank 5,3,137,293
KDL,Rank 5,3,137,93
KDL,Rank 5,3,137,162
KDL,Rank 5,3,137,318
KDL,Rank 5,3,137,290
KDL,Rank 5,3,137,679
KDL,Rank 5,3,137,192
KDL,Rank 5,3,137,286
KDL,Rank 5,3,137,716
KDL,Rank 5,3,137,709
KDL,Rank 5,3,137,202
KDL,Rank 5,3,137,173
KDL,Rank 5,3,137,544
KDL,Rank 5,3,137,707
KDL,Rank 5,3,137,614
KDL,Rank 5,3,137,593
KDL,Rank 5,3,137,19
KDL,Rank 5,3,137,725
KDL,Rank 5,3,137,206
KDL,Rank 5,3,137,408
KDL,Rank 5,3,137,203
KDL,Rank 5,3,137,201
KDL,Rank 5,3,137,170
KDL,Rank 5,3,137,99
KDL,Rank 5,3,137,367
KDL,Rank 5,3,137,611
KDL,Rank 5,3,137,179
KDL,Rank 5,3,137,111
KDL,Rank 5,3,137,569
KDL,Rank 5,3,137,713
KDL,Rank 5,3,137,181
KDL,Rank 5,3,137,502
KDL,Rank 5,3,137,504
KDL,Rank 5,3,137,613
KDL,Rank 5,3,137,42
KDL,Rank 5,3,137,715
KDL,Rank 5,3,137,673
KDL,Rank 5,3,137,501
KDL,Rank 5,3,137,194
KDL,Rank 5,3,137,711
KDL,Rank 5,3,137,721
KDL,Rank 5,3,137,54
KDL,Rank 5,3,137,295
KDL,Rank 5,3,137,379
KDL,Rank 5,3,137,346
KDL,Rank 5,3,137,287
KDL,Rank 5,3,137,259
KDL,Rank 5,3,137,292
KDL,Rank 5,3,137,499
KDL,Rank 5,3,137,377
KDL,Rank 5,3,137,380
KDL,Rank 5,3,137,182
KDL,Rank 5,3,137,503
KDL,Rank 5,3,137,578
KDL,Rank 5,3,137,291
KDL,Rank 5,3,137,491
KDL,Rank 5,3,137,487
KDL,Rank 5,3,137,494
KDL,Rank 5,3,137,200
KDL,Rank 5,3,137,338
KDL,Rank 5,3,137,706
KDL,Rank 5,3,137,567
KDL,Rank 5,3,137,186
KDL,Rank 5,3,137,677
KDL,Rank 5,3,137,289
KDL,Rank 5,3,137,612
KDL,Rank 5,3,137,710
KDL,Rank 5,3,137,413
KDL,Rank 5,3,137,609
KDL,Rank 5,3,137,207
KDL,Rank 5,3,137,98
KDL,Rank 5,3,137,205
KDL,Rank 5,3,137,729
KDL,Rank 5,3,137,415
KDL,Rank 5,3,137,161
KDL,Rank 5,3,137,343
KDL,Rank 5,3,137,167
KDL,Rank 5,3,137,83
KDL,Rank 5,3,137,96
KDL,Rank 5,3,137,87
KDL,Rank 5,3,137,204
KDL,Rank 5,3,137,69
KDL,Rank 5,3,137,495
KDL,Rank 5,3,137,183
KDL,Rank 5,3,137,492
KDL,Rank 5,3,137,208
KDL,Rank 5,3,137,581
KDL,Rank 5,3,137,732
KDL,Rank 5,3,137,184
KDL,Rank 5,3,137,500
KDL,Rank 5,3,137,714
KDL,Rank 5,3,137,209
KDL,Rank 5,3,137,712
KDL,Rank 5,3,137,339
KDL,Rank 5,3,137,197
KDL,Rank 5,3,137,496
KDL,Rank 5,3,137,294
KDL,Rank 5,3,137,568
KDL,Rank 5,3,137,255
KDL,Rank 5,4,201,613
KDL,Rank 5,4,201,96
KDL,Rank 5,4,201,97
KDL,Rank 5,4,18,43
KDL,Rank 5,4,18,339
KDL,Rank 5,4,18,609
KDL,Rank 5,4,18,69
KDL,Rank 5,4,23,723
KDL,Rank 5,4,23,728
KDL,Rank 5,4,23,393
KDL,Rank 5,4,23,175
KDL,Rank 5,4,25,727
KDL,Rank 5,4,25,607
KDL,Rank 5,4,25,506
KDL,Rank 5,4,25,405
KDL,Rank 5,4,25,605
KDL,Rank 5,4,25,306
KDL,Rank 5,4,25,376
KDL,Rank 5,4,25,384
KDL,Rank 5,4,25,177
KDL,Rank 5,4,25,196
KDL,Rank 5,4,25,171
KDL,Rank 5,4,25,174
KDL,Rank 5,4,25,383
KDL,Rank 5,4,25,176
KDL,Rank 5,4,25,175
KDL,Rank 5,4,25,724
KDL,Rank 5,4,25,246
KDL,Rank 5,4,25,416
KDL,Rank 5,4,25,519
KDL,Rank 5,4,25,394
KDL,Rank 5,4,25,381
KDL,Rank 5,4,25,403
KDL,Rank 5,4,25,602
KDL,Rank 5,4,25,407
KDL,Rank 5,4,25,404
KDL,Rank 5,4,25,393
KDL,Rank 5,4,25,301
KDL,Rank 5,4,25,300
KDL,Rank 5,4,25,85
KDL,Rank 5,4,25,91
KDL,Rank 5,4,25,88
KDL,Rank 5,4,25,730
KDL,Rank 5,4,25,303
KDL,Rank 5,4,25,172
KDL,Rank 5,4,25,373
KDL,Rank 5,4,25,305
KDL,Rank 5,4,25,735
KDL,Rank 5,4,25,608
KDL,Rank 5,4,25,616
KDL,Rank 5,4,25,603
KDL,Rank 5,4,25,606
KDL,Rank 5,4,25,7
KDL,Rank 5,4,25,409
KDL,Rank 5,4,25,666
KDL,Rank 5,4,25,243
KDL,Rank 5,4,25,411
KDL,Rank 5,4,25,23
KDL,Rank 5,4,25,406
KDL,Rank 5,4,25,601
KDL,Rank 5,4,25,195
KDL,Rank 5,4,25,374
KDL,Rank 5,4,25,178
KDL,Rank 5,4,25,726
KDL,Rank 5,4,25,285
KDL,Rank 5,4,25,89
KDL,Rank 5,4,25,378
KDL,Rank 5,4,25,382
KDL,Rank 5,4,25,392
KDL,Rank 5,4,25,248
KDL,Rank 5,4,25,304
KDL,Rank 5,4,25,728
KDL,Rank 5,4,25,90
KDL,Rank 5,4,25,615
KDL,Rank 5,4,25,198
KDL,Rank 5,4,25,563
KDL,Rank 5,4,25,723
KDL,Rank 5,4,25,84
KDL,Rank 5,4,25,22
KDL,Rank 5,4,25,524
KDL,Rank 5,4,25,497
KDL,Rank 5,4,25,307
KDL,Rank 5,4,25,547
KDL,Rank 5,4,25,244
KDL,Rank 5,4,25,94
KDL,Rank 5,4,25,375
KDL,Rank 5,4,137,319
KDL,Rank 5,4,137,493
KDL,Rank 5,4,137,258
KDL,Rank 5,4,137,68
KDL,Rank 5,4,137,600
KDL,Rank 5,4,137,92
KDL,Rank 5,4,137,288
KDL,Rank 5,4,137,86
KDL,Rank 5,4,137,489
KDL,Rank 5,4,137,722
KDL,Rank 5,4,137,256
KDL,Rank 5,4,137,678
KDL,Rank 5,4,137,95
KDL,Rank 5,4,137,43
KDL,Rank 5,4,137,674
KDL,Rank 5,4,137,18
KDL,Rank 5,4,137,251
KDL,Rank 5,4,137,498
KDL,Rank 5,4,137,185
KDL,Rank 5,4,137,180
KDL,Rank 5,4,137,97
KDL,Rank 5,4,137,293
KDL,Rank 5,4,137,93
KDL,Rank 5,4,137,162
KDL,Rank 5,4,137,318
KDL,Rank 5,4,137,290
KDL,Rank 5,4,137,679
KDL,Rank 5,4,137,192
KDL,Rank 5,4,137,286
KDL,Rank 5,4,137,716
KDL,Rank 5,4,137,709
KDL,Rank 5,4,137,202
KDL,Rank 5,4,137,173
KDL,Rank 5,4,137,544
KDL,Rank 5,4,137,707
KDL,Rank 5,4,137,614
KDL,Rank 5,4,137,593
KDL,Rank 5,4,137,19
KDL,Rank 5,4,137,725
KDL,Rank 5,4,137,206
KDL,Rank 5,4,137,408
KDL,Rank 5,4,137,203
KDL,Rank 5,4,137,201
KDL,Rank 5,4,137,170
KDL,Rank 5,4,137,99
KDL,Rank 5,4,137,367
KDL,Rank 5,4,137,611
KDL,Rank 5,4,137,179
KDL,Rank 5,4,137,111
KDL,Rank 5,4,137,569
KDL,Rank 5,4,137,713
KDL,Rank 5,4,137,181
KDL,Rank 5,4,137,502
KDL,Rank 5,4,137,504
KDL,Rank 5,4,137,613
KDL,Rank 5,4,137,42
KDL,Rank 5,4,137,715
KDL,Rank 5,4,137,673
KDL,Rank 5,4,137,501
KDL,Rank 5,4,137,194
KDL,Rank 5,4,137,711
KDL,Rank 5,4,137,721
KDL,Rank 5,4,137,54
KDL,Rank 5,4,137,295
KDL,Rank 5,4,137,379
KDL,Rank 5,4,137,346
KDL,Rank 5,4,137,287
KDL,Rank 5,4,137,259
KDL,Rank 5,4,137,292
KDL,Rank 5,4,137,499
KDL,Rank 5,4,137,377
KDL,Rank 5,4,137,380
KDL,Rank 5,4,137,182
KDL,Rank 5,4,137,503
KDL,Rank 5,4,137,578
KDL,Rank 5,4,137,291
KDL,Rank 5,4,137,491
KDL,Rank 5,4,137,487
KDL,Rank 5,4,137,494
KDL,Rank 5,4,137,200
KDL,Rank 5,4,137,338
KDL,Rank 5,4,137,706
KDL,Rank 5,4,137,567
KDL,Rank 5,4,137,186
KDL,Rank 5,4,137,677
KDL,Rank 5,4,137,289
KDL,Rank 5,4,137,612
KDL,Rank 5,4,137,710
KDL,Rank 5,4,137,413
KDL,Rank 5,4,137,609
KDL,Rank 5,4,137,207
KDL,Rank 5,4,137,98
KDL,Rank 5,4,137,205
KDL,Rank 5,4,137,729
KDL,Rank 5,4,137,415
KDL,Rank 5,4,137,161
KDL,Rank 5,4,137,343
KDL,Rank 5,4,137,167
KDL,Rank 5,4,137,83
KDL,Rank 5,4,137,96
KDL,Rank 5,4,137,87
KDL,Rank 5,4,137,204
KDL,Rank 5,4,137,69
KDL,Rank 5,4,137,495
KDL,Rank 5,4,137,183
KDL,Rank 5,4,137,492
KDL,Rank 5,4,137,208
KDL,Rank 5,4,137,581
KDL,Rank 5,4,137,732
KDL,Rank 5,4,137,184
KDL,Rank 5,4,137,500
KDL,Rank 5,4,137,714
KDL,Rank 5,4,137,209
KDL,Rank 5,4,137,712
KDL,Rank 5,4,137,339
KDL,Rank 5,4,137,197
KDL,Rank 5,4,137,496
KDL,Rank 5,4,137,294
KDL,Rank 5,4,137,568
KDL,Rank 5,4,137,255
LATNET.GRAPHML,Rank 1,2,30,4
LATNET.GRAPHML,Rank 1,2,30,56
LATNET.GRAPHML,Rank 1,2,30,29
LATNET.GRAPHML,Rank 1,2,30,32
LATNET.GRAPHML,Rank 1,2,30,31
LATNET.GRAPHML,Rank 1,2,30,68
LATNET.GRAPHML,Rank 1,2,30,34
LATNET.GRAPHML,Rank 1,2,30,66
LATNET.GRAPHML,Rank 1,2,30,9
LATNET.GRAPHML,Rank 1,2,30,15
LATNET.GRAPHML,Rank 1,2,30,44
LATNET.GRAPHML,Rank 1,2,30,48
LATNET.GRAPHML,Rank 1,2,30,52
LATNET.GRAPHML,Rank 1,2,30,64
LATNET.GRAPHML,Rank 1,2,30,19
LATNET.GRAPHML,Rank 1,2,30,54
LATNET.GRAPHML,Rank 1,2,30,27
LATNET.GRAPHML,Rank 1,2,30,57
LATNET.GRAPHML,Rank 1,2,30,43
LATNET.GRAPHML,Rank 1,2,30,18
LATNET.GRAPHML,Rank 1,2,30,60
LATNET.GRAPHML,Rank 1,2,30,25
LATNET.GRAPHML,Rank 1,2,30,36
LATNET.GRAPHML,Rank 1,2,30,53
LATNET.GRAPHML,Rank 1,2,30,10
LATNET.GRAPHML,Rank 1,2,30,17
LATNET.GRAPHML,Rank 1,2,30,37
LATNET.GRAPHML,Rank 1,2,30,61
LATNET.GRAPHML,Rank 1,2,30,55
LATNET.GRAPHML,Rank 1,2,30,7
LATNET.GRAPHML,Rank 1,2,30,21
LATNET.GRAPHML,Rank 1,2,30,26
LATNET.GRAPHML,Rank 1,2,30,2
LATNET.GRAPHML,Rank 1,2,30,5
LATNET.GRAPHML,Rank 1,2,30,23
LATNET.GRAPHML,Rank 1,2,30,58
LATNET.GRAPHML,Rank 1,2,30,67
LATNET.GRAPHML,Rank 1,2,30,14
LATNET.GRAPHML,Rank 1,2,30,63
LATNET.GRAPHML,Rank 1,2,30,39
LATNET.GRAPHML,Rank 1,2,30,11
LATNET.GRAPHML,Rank 1,2,30,41
LATNET.GRAPHML,Rank 1,2,30,59
LATNET.GRAPHML,Rank 1,2,30,65
LATNET.GRAPHML,Rank 1,2,30,6
LATNET.GRAPHML,Rank 1,2,30,16
LATNET.GRAPHML,Rank 1,2,30,28
LATNET.GRAPHML,Rank 1,2,30,33
LATNET.GRAPHML,Rank 1,2,30,8
LATNET.GRAPHML,Rank 1,2,30,35
LATNET.GRAPHML,Rank 1,2,30,38
LATNET.GRAPHML,Rank 1,2,30,24
LATNET.GRAPHML,Rank 1,2,30,50
LATNET.GRAPHML,Rank 1,2,30,51
LATNET.GRAPHML,Rank 1,2,30,13
LATNET.GRAPHML,Rank 1,2,30,46
LATNET.GRAPHML,Rank 1,2,30,12
LATNET.GRAPHML,Rank 1,2,30,45
LATNET.GRAPHML,Rank 1,2,30,1
LATNET.GRAPHML,Rank 1,2,30,49
LATNET.GRAPHML,Rank 1,2,30,20
LATNET.GRAPHML,Rank 1,2,30,42
LATNET.GRAPHML,Rank 1,2,30,22
LATNET.GRAPHML,Rank 1,2,30,62
LATNET.GRAPHML,Rank 1,2,30,3
LATNET.GRAPHML,Rank 1,2,30,40
LATNET.GRAPHML,Rank 1,2,30,0
LATNET.GRAPHML,Rank 1,2,30,47
LATNET.GRAPHML,Rank 1,3,23,4
LATNET.GRAPHML,Rank 1,3,23,56
LATNET.GRAPHML,Rank 1,3,23,29
LATNET.GRAPHML,Rank 1,3,23,32
LATNET.GRAPHML,Rank 1,3,23,31
LATNET.GRAPHML,Rank 1,3,23,68
LATNET.GRAPHML,Rank 1,3,23,34
LATNET.GRAPHML,Rank 1,3,23,66
LATNET.GRAPHML,Rank 1,3,23,9
LATNET.GRAPHML,Rank 1,3,23,15
LATNET.GRAPHML,Rank 1,3,23,48
LATNET.GRAPHML,Rank 1,3,23,44
LATNET.GRAPHML,Rank 1,3,23,52
LATNET.GRAPHML,Rank 1,3,23,30
LATNET.GRAPHML,Rank 1,3,23,19
LATNET.GRAPHML,Rank 1,3,23,64
LATNET.GRAPHML,Rank 1,3,23,54
LATNET.GRAPHML,Rank 1,3,23,27
LATNET.GRAPHML,Rank 1,3,23,57
LATNET.GRAPHML,Rank 1,3,23,43
LATNET.GRAPHML,Rank 1,3,23,18
LATNET.GRAPHML,Rank 1,3,23,60
LATNET.GRAPHML,Rank 1,3,23,25
LATNET.GRAPHML,Rank 1,3,23,36
LATNET.GRAPHML,Rank 1,3,23,17
LATNET.GRAPHML,Rank 1,3,23,53
LATNET.GRAPHML,Rank 1,3,23,10
LATNET.GRAPHML,Rank 1,3,23,37
LATNET.GRAPHML,Rank 1,3,23,61
LATNET.GRAPHML,Rank 1,3,23,55
LATNET.GRAPHML,Rank 1,3,23,7
LATNET.GRAPHML,Rank 1,3,23,21
LATNET.GRAPHML,Rank 1,3,23,26
LATNET.GRAPHML,Rank 1,3,23,2
LATNET.GRAPHML,Rank 1,3,23,5
LATNET.GRAPHML,Rank 1,3,23,58
LATNET.GRAPHML,Rank 1,3,23,67
LATNET.GRAPHML,Rank 1,3,23,14
LATNET.GRAPHML,Rank 1,3,23,63
LATNET.GRAPHML,Rank 1,3,23,39
LATNET.GRAPHML,Rank 1,3,23,11
LATNET.GRAPHML,Rank 1,3,23,41
LATNET.GRAPHML,Rank 1,3,23,59
LATNET.GRAPHML,Rank 1,3,23,6
LATNET.GRAPHML,Rank 1,3,23,65
LATNET.GRAPHML,Rank 1,3,23,16
LATNET.GRAPHML,Rank 1,3,23,28
LATNET.GRAPHML,Rank 1,3,23,33
LATNET.GRAPHML,Rank 1,3,23,8
LATNET.GRAPHML,Rank 1,3,23,35
LATNET.GRAPHML,Rank 1,3,23,38
LATNET.GRAPHML,Rank 1,3,23,24
LATNET.GRAPHML,Rank 1,3,23,51
LATNET.GRAPHML,Rank 1,3,23,50
LATNET.GRAPHML,Rank 1,3,23,46
LATNET.GRAPHML,Rank 1,3,23,1
LATNET.GRAPHML,Rank 1,3,23,13
LATNET.GRAPHML,Rank 1,3,23,45
LATNET.GRAPHML,Rank 1,3,23,12
LATNET.GRAPHML,Rank 1,3,23,49
LATNET.GRAPHML,Rank 1,3,23,20
LATNET.GRAPHML,Rank 1,3,23,42
LATNET.GRAPHML,Rank 1,3,23,22
LATNET.GRAPHML,Rank 1,3,23,62
LATNET.GRAPHML,Rank 1,3,23,3
LATNET.GRAPHML,Rank 1,3,23,40
LATNET.GRAPHML,Rank 1,3,23,0
LATNET.GRAPHML,Rank 1,3,23,47
LATNET.GRAPHML,Rank 1,4,48,4
LATNET.GRAPHML,Rank 1,4,48,56
LATNET.GRAPHML,Rank 1,4,48,29
LATNET.GRAPHML,Rank 1,4,48,32
LATNET.GRAPHML,Rank 1,4,48,31
LATNET.GRAPHML,Rank 1,4,48,68
LATNET.GRAPHML,Rank 1,4,48,34
LATNET.GRAPHML,Rank 1,4,48,66
LATNET.GRAPHML,Rank 1,4,48,9
LATNET.GRAPHML,Rank 1,4,48,15
LATNET.GRAPHML,Rank 1,4,48,44
LATNET.GRAPHML,Rank 1,4,48,52
LATNET.GRAPHML,Rank 1,4,48,30
LATNET.GRAPHML,Rank 1,4,48,19
LATNET.GRAPHML,Rank 1,4,48,64
LATNET.GRAPHML,Rank 1,4,48,54
LATNET.GRAPHML,Rank 1,4,48,27
LATNET.GRAPHML,Rank 1,4,48,57
LATNET.GRAPHML,Rank 1,4,48,43
LATNET.GRAPHML,Rank 1,4,48,18
LATNET.GRAPHML,Rank 1,4,48,60
LATNET.GRAPHML,Rank 1,4,48,25
LATNET.GRAPHML,Rank 1,4,48,36
LATNET.GRAPHML,Rank 1,4,48,53
LATNET.GRAPHML,Rank 1,4,48,17
LATNET.GRAPHML,Rank 1,4,48,10
LATNET.GRAPHML,Rank 1,4,48,37
LATNET.GRAPHML,Rank 1,4,48,61
LATNET.GRAPHML,Rank 1,4,48,55
LATNET.GRAPHML,Rank 1,4,48,7
LATNET.GRAPHML,Rank 1,4,48,21
LATNET.GRAPHML,Rank 1,4,48,26
LATNET.GRAPHML,Rank 1,4,48,2
LATNET.GRAPHML,Rank 1,4,48,23
LATNET.GRAPHML,Rank 1,4,48,5
LATNET.GRAPHML,Rank 1,4,48,58
LATNET.GRAPHML,Rank 1,4,48,67
LATNET.GRAPHML,Rank 1,4,48,14
LATNET.GRAPHML,Rank 1,4,48,63
LATNET.GRAPHML,Rank 1,4,48,39
LATNET.GRAPHML,Rank 1,4,48,11
LATNET.GRAPHML,Rank 1,4,48,41
LATNET.GRAPHML,Rank 1,4,48,59
LATNET.GRAPHML,Rank 1,4,48,65
LATNET.GRAPHML,Rank 1,4,48,6
LATNET.GRAPHML,Rank 1,4,48,16
LATNET.GRAPHML,Rank 1,4,48,28
LATNET.GRAPHML,Rank 1,4,48,33
LATNET.GRAPHML,Rank 1,4,48,8
LATNET.GRAPHML,Rank 1,4,48,35
LATNET.GRAPHML,Rank 1,4,48,38
LATNET.GRAPHML,Rank 1,4,48,24
LATNET.GRAPHML,Rank 1,4,48,50
LATNET.GRAPHML,Rank 1,4,48,51
LATNET.GRAPHML,Rank 1,4,48,13
LATNET.GRAPHML,Rank 1,4,48,46
LATNET.GRAPHML,Rank 1,4,48,12
LATNET.GRAPHML,Rank 1,4,48,45
LATNET.GRAPHML,Rank 1,4,48,1
LATNET.GRAPHML,Rank 1,4,48,49
LATNET.GRAPHML,Rank 1,4,48,20
LATNET.GRAPHML,Rank 1,4,48,42
LATNET.GRAPHML,Rank 1,4,48,22
LATNET.GRAPHML,Rank 1,4,48,62
LATNET.GRAPHML,Rank 1,4,48,3
LATNET.GRAPHML,Rank 1,4,48,40
LATNET.GRAPHML,Rank 1,4,48,0
LATNET.GRAPHML,Rank 1,4,48,47
LATNET.GRAPHML,Rank 2,2,30,29
LATNET.GRAPHML,Rank 2,2,30,32
LATNET.GRAPHML,Rank 2,2,30,31
LATNET.GRAPHML,Rank 2,2,30,68
LATNET.GRAPHML,Rank 2,2,30,34
LATNET.GRAPHML,Rank 2,2,30,66
LATNET.GRAPHML,Rank 2,2,30,9
LATNET.GRAPHML,Rank 2,2,30,15
LATNET.GRAPHML,Rank 2,2,30,44
LATNET.GRAPHML,Rank 2,2,30,48
LATNET.GRAPHML,Rank 2,2,30,52
LATNET.GRAPHML,Rank 2,2,30,64
LATNET.GRAPHML,Rank 2,2,30,19
LATNET.GRAPHML,Rank 2,2,30,54
LATNET.GRAPHML,Rank 2,2,30,27
LATNET.GRAPHML,Rank 2,2,30,18
LATNET.GRAPHML,Rank 2,2,30,60
LATNET.GRAPHML,Rank 2,2,30,25
LATNET.GRAPHML,Rank 2,2,30,36
LATNET.GRAPHML,Rank 2,2,30,53
LATNET.GRAPHML,Rank 2,2,30,10
LATNET.GRAPHML,Rank 2,2,30,17
LATNET.GRAPHML,Rank 2,2,30,37
LATNET.GRAPHML,Rank 2,2,30,61
LATNET.GRAPHML,Rank 2,2,30,55
LATNET.GRAPHML,Rank 2,2,30,21
LATNET.GRAPHML,Rank 2,2,30,26
LATNET.GRAPHML,Rank 2,2,30,2
LATNET.GRAPHML,Rank 2,2,30,5
LATNET.GRAPHML,Rank 2,2,30,23
LATNET.GRAPHML,Rank 2,2,30,58
LATNET.GRAPHML,Rank 2,2,30,67
LATNET.GRAPHML,Rank 2,2,30,14
LATNET.GRAPHML,Rank 2,2,30,63
LATNET.GRAPHML,Rank 2,2,30,39
LATNET.GRAPHML,Rank 2,2,30,11
LATNET.GRAPHML,Rank 2,2,30,41
LATNET.GRAPHML,Rank 2,2,30,59
LATNET.GRAPHML,Rank 2,2,30,65
LATNET.GRAPHML,Rank 2,2,30,16
LATNET.GRAPHML,Rank 2,2,30,28
LATNET.GRAPHML,Rank 2,2,30,33
LATNET.GRAPHML,Rank 2,2,30,8
LATNET.GRAPHML,Rank 2,2,30,35
LATNET.GRAPHML,Rank 2,2,30,38
LATNET.GRAPHML,Rank 2,2,30,24
LATNET.GRAPHML,Rank 2,2,30,50
LATNET.GRAPHML,Rank 2,2,30,51
LATNET.GRAPHML,Rank 2,2,30,13
LATNET.GRAPHML,Rank 2,2,30,12
LATNET.GRAPHML,Rank 2,2,30,45
LATNET.GRAPHML,Rank 2,2,30,49
LATNET.GRAPHML,Rank 2,2,30,20
LATNET.GRAPHML,Rank 2,2,30,22
LATNET.GRAPHML,Rank 2,2,30,62
LATNET.GRAPHML,Rank 2,2,30,3
LATNET.GRAPHML,Rank 2,2,30,40
LATNET.GRAPHML,Rank 2,2,30,0
LATNET.GRAPHML,Rank 2,2,30,47
LATNET.GRAPHML,Rank 2,2,42,4
LATNET.GRAPHML,Rank 2,2,42,56
LATNET.GRAPHML,Rank 2,2,42,57
LATNET.GRAPHML,Rank 2,2,42,46
LATNET.GRAPHML,Rank 2,2,42,1
LATNET.GRAPHML,Rank 2,2,42,43
LATNET.GRAPHML,Rank 2,2,42,6
LATNET.GRAPHML,Rank 2,2,42,7
LATNET.GRAPHML,Rank 2,3,23,4
LATNET.GRAPHML,Rank 2,3,23,56
LATNET.GRAPHML,Rank 2,3,23,32
LATNET.GRAPHML,Rank 2,3,23,31
LATNET.GRAPHML,Rank 2,3,23,68
LATNET.GRAPHML,Rank 2,3,23,34
LATNET.GRAPHML,Rank 2,3,23,66
LATNET.GRAPHML,Rank 2,3,23,9
LATNET.GRAPHML,Rank 2,3,23,15
LATNET.GRAPHML,Rank 2,3,23,48
LATNET.GRAPHML,Rank 2,3,23,44
LATNET.GRAPHML,Rank 2,3,23,52
LATNET.GRAPHML,Rank 2,3,23,30
LATNET.GRAPHML,Rank 2,3,23,19
LATNET.GRAPHML,Rank 2,3,23,64
LATNET.GRAPHML,Rank 2,3,23,54
LATNET.GRAPHML,Rank 2,3,23,27
LATNET.GRAPHML,Rank 2,3,23,57
LATNET.GRAPHML,Rank 2,3,23,43
LATNET.GRAPHML,Rank 2,3,23,18
LATNET.GRAPHML,Rank 2,3,23,25
LATNET.GRAPHML,Rank 2,3,23,36
LATNET.GRAPHML,Rank 2,3,23,17
LATNET.GRAPHML,Rank 2,3,23,53
LATNET.GRAPHML,Rank 2,3,23,10
LATNET.GRAPHML,Rank 2,3,23,61
LATNET.GRAPHML,Rank 2,3,23,55
LATNET.GRAPHML,Rank 2,3,23,7
LATNET.GRAPHML,Rank 2,3,23,21
LATNET.GRAPHML,Rank 2,3,23,26
LATNET.GRAPHML,Rank 2,3,23,2
LATNET.GRAPHML,Rank 2,3,23,5
LATNET.GRAPHML,Rank 2,3,23,67
LATNET.GRAPHML,Rank 2,3,23,14
LATNET.GRAPHML,Rank 2,3,23,63
LATNET.GRAPHML,Rank 2,3,23,11
LATNET.GRAPHML,Rank 2,3,23,59
LATNET.GRAPHML,Rank 2,3,23,6
LATNET.GRAPHML,Rank 2,3,23,65
LATNET.GRAPHML,Rank 2,3,23,16
LATNET.GRAPHML,Rank 2,3,23,33
LATNET.GRAPHML,Rank 2,3,23,8
LATNET.GRAPHML,Rank 2,3,23,35
LATNET.GRAPHML,Rank 2,3,23,24
LATNET.GRAPHML,Rank 2,3,23,51
LATNET.GRAPHML,Rank 2,3,23,50
LATNET.GRAPHML,Rank 2,3,23,46
LATNET.GRAPHML,Rank 2,3,23,1
LATNET.GRAPHML,Rank 2,3,23,45
LATNET.GRAPHML,Rank 2,3,23,49
LATNET.GRAPHML,Rank 2,3,23,20
LATNET.GRAPHML,Rank 2,3,23,42
LATNET.GRAPHML,Rank 2,3,23,22
LATNET.GRAPHML,Rank 2,3,23,62
LATNET.GRAPHML,Rank 2,3,23,3
LATNET.GRAPHML,Rank 2,3,23,40
LATNET.GRAPHML,Rank 2,3,23,0
LATNET.GRAPHML,Rank 2,3,23,47
LATNET.GRAPHML,Rank 2,3,6,7
LATNET.GRAPHML,Rank 2,3,6,4
LATNET.GRAPHML,Rank 2,3,6,46
LATNET.GRAPHML,Rank 2,3,6,1
LATNET.GRAPHML,Rank 2,3,6,43
LATNET.GRAPHML,Rank 2,3,6,42
LATNET.GRAPHML,Rank 2,3,6,57
LATNET.GRAPHML,Rank 2,4,48,29
LATNET.GRAPHML,Rank 2,4,48,32
LATNET.GRAPHML,Rank 2,4,48,31
LATNET.GRAPHML,Rank 2,4,48,68
LATNET.GRAPHML,Rank 2,4,48,34
LATNET.GRAPHML,Rank 2,4,48,66
LATNET.GRAPHML,Rank 2,4,48,9
LATNET.GRAPHML,Rank 2,4,48,15
LATNET.GRAPHML,Rank 2,4,48,44
LATNET.GRAPHML,Rank 2,4,48,52
LATNET.GRAPHML,Rank 2,4,48,30
LATNET.GRAPHML,Rank 2,4,48,19
LATNET.GRAPHML,Rank 2,4,48,64
LATNET.GRAPHML,Rank 2,4,48,54
LATNET.GRAPHML,Rank 2,4,48,27
LATNET.GRAPHML,Rank 2,4,48,18
LATNET.GRAPHML,Rank 2,4,48,60
LATNET.GRAPHML,Rank 2,4,48,25
LATNET.GRAPHML,Rank 2,4,48,36
LATNET.GRAPHML,Rank 2,4,48,53
LATNET.GRAPHML,Rank 2,4,48,17
LATNET.GRAPHML,Rank 2,4,48,10
LATNET.GRAPHML,Rank 2,4,48,37
LATNET.GRAPHML,Rank 2,4,48,61
LATNET.GRAPHML,Rank 2,4,48,55
LATNET.GRAPHML,Rank 2,4,48,21
LATNET.GRAPHML,Rank 2,4,48,26
LATNET.GRAPHML,Rank 2,4,48,2
LATNET.GRAPHML,Rank 2,4,48,23
LATNET.GRAPHML,Rank 2,4,48,5
LATNET.GRAPHML,Rank 2,4,48,58
LATNET.GRAPHML,Rank 2,4,48,67
LATNET.GRAPHML,Rank 2,4,48,14
LATNET.GRAPHML,Rank 2,4,48,63
LATNET.GRAPHML,Rank 2,4,48,39
LATNET.GRAPHML,Rank 2,4,48,11
LATNET.GRAPHML,Rank 2,4,48,41
LATNET.GRAPHML,Rank 2,4,48,59
